Original number: 155 current diff number: 0 , quantizated number: 155 , dequantizated number: 155 , decoded number: 155
Original number: 112 current diff number: 10 , quantizated number: 10 , dequantizated number: 10 , decoded number: 180270
Original number: 120 current diff number: 8 , quantizated number: 8 , dequantizated number: 8 , decoded number: 180278
Original number: 125 current diff number: 5 , quantizated number: 5 , dequantizated number: 5 , decoded number: 180283
Original number: 135 current diff number: 10 , quantizated number: 10 , dequantizated number: 10 , decoded number: 180293
Original number: 149 current diff number: 14 , quantizated number: 14 , dequantizated number: 14 , decoded number: 180307
Original number: 136 current diff number: 13 , quantizated number: 13 , dequantizated number: 13 , decoded number: 180320
Original number: 48 current diff number: 88 , quantizated number: 88 , dequantizated number: 88 , decoded number: 180408
Original number: 142 current diff number: 94 , quantizated number: 94 , dequantizated number: 94 , decoded number: 180502
Original number: 212 current diff number: 70 , quantizated number: 70 , dequantizated number: 70 , decoded number: 180572
Original number: 130 current diff number: 82 , quantizated number: 82 , dequantizated number: 82 , decoded number: 180654
Original number: 108 current diff number: 22 , quantizated number: 22 , dequantizated number: 22 , decoded number: 180676
Original number: 108 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 180676
Original number: 144 current diff number: 36 , quantizated number: 36 , dequantizated number: 36 , decoded number: 180712
Original number: 133 current diff number: 11 , quantizated number: 11 , dequantizated number: 11 , decoded number: 180723
Original number: 131 current diff number: 2 , quantizated number: 2 , dequantizated number: 2 , decoded number: 180725
Original number: 133 current diff number: 2 , quantizated number: 2 , dequantizated number: 2 , decoded number: 180727
Original number: 125 current diff number: 8 , quantizated number: 8 , dequantizated number: 8 , decoded number: 180735
Original number: 118 current diff number: 7 , quantizated number: 7 , dequantizated number: 7 , decoded number: 180742
Original number: 116 current diff number: 2 , quantizated number: 2 , dequantizated number: 2 , decoded number: 180744
Original number: 108 current diff number: 8 , quantizated number: 8 , dequantizated number: 8 , decoded number: 180752
Original number: 108 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 180752
Original number: 124 current diff number: 16 , quantizated number: 16 , dequantizated number: 16 , decoded number: 180768
Original number: 130 current diff number: 6 , quantizated number: 6 , dequantizated number: 6 , decoded number: 180774
Original number: 108 current diff number: 22 , quantizated number: 22 , dequantizated number: 22 , decoded number: 180796
Original number: 119 current diff number: 11 , quantizated number: 11 , dequantizated number: 11 , decoded number: 180807
Original number: 126 current diff number: 7 , quantizated number: 7 , dequantizated number: 7 , decoded number: 180814
Original number: 110 current diff number: 16 , quantizated number: 16 , dequantizated number: 16 , decoded number: 180830
Original number: 123 current diff number: 13 , quantizated number: 13 , dequantizated number: 13 , decoded number: 180843
Original number: 139 current diff number: 16 , quantizated number: 16 , dequantizated number: 16 , decoded number: 180859
Original number: 117 current diff number: 22 , quantizated number: 22 , dequantizated number: 22 , decoded number: 180881
Original number: 121 current diff number: 4 , quantizated number: 4 , dequantizated number: 4 , decoded number: 180885
Original number: 113 current diff number: 8 , quantizated number: 8 , dequantizated number: 8 , decoded number: 180893
Original number: 120 current diff number: 7 , quantizated number: 7 , dequantizated number: 7 , decoded number: 180900
Original number: 127 current diff number: 7 , quantizated number: 7 , dequantizated number: 7 , decoded number: 180907
Original number: 118 current diff number: 9 , quantizated number: 9 , dequantizated number: 9 , decoded number: 180916
Original number: 131 current diff number: 13 , quantizated number: 13 , dequantizated number: 13 , decoded number: 180929
Original number: 110 current diff number: 21 , quantizated number: 21 , dequantizated number: 21 , decoded number: 180950
Original number: 132 current diff number: 22 , quantizated number: 22 , dequantizated number: 22 , decoded number: 180972
Original number: 117 current diff number: 15 , quantizated number: 15 , dequantizated number: 15 , decoded number: 180987
Original number: 127 current diff number: 10 , quantizated number: 10 , dequantizated number: 10 , decoded number: 180997
Original number: 118 current diff number: 9 , quantizated number: 9 , dequantizated number: 9 , decoded number: 181006
Original number: 113 current diff number: 5 , quantizated number: 5 , dequantizated number: 5 , decoded number: 181011
Original number: 126 current diff number: 13 , quantizated number: 13 , dequantizated number: 13 , decoded number: 181024
Original number: 130 current diff number: 4 , quantizated number: 4 , dequantizated number: 4 , decoded number: 181028
Original number: 131 current diff number: 1 , quantizated number: 1 , dequantizated number: 1 , decoded number: 181029
Original number: 130 current diff number: 1 , quantizated number: 1 , dequantizated number: 1 , decoded number: 181030
Original number: 127 current diff number: 3 , quantizated number: 3 , dequantizated number: 3 , decoded number: 181033
Original number: 119 current diff number: 8 , quantizated number: 8 , dequantizated number: 8 , decoded number: 181041
Original number: 121 current diff number: 2 , quantizated number: 2 , dequantizated number: 2 , decoded number: 181043
Original number: 135 current diff number: 14 , quantizated number: 14 , dequantizated number: 14 , decoded number: 181057
Original number: 151 current diff number: 16 , quantizated number: 16 , dequantizated number: 16 , decoded number: 181073
Original number: 42 current diff number: 109 , quantizated number: 109 , dequantizated number: 109 , decoded number: 181182
Original number: 34 current diff number: 8 , quantizated number: 8 , dequantizated number: 8 , decoded number: 181190
Original number: 37 current diff number: 3 , quantizated number: 3 , dequantizated number: 3 , decoded number: 181193
Original number: 30 current diff number: 7 , quantizated number: 7 , dequantizated number: 7 , decoded number: 181200
Original number: 22 current diff number: 8 , quantizated number: 8 , dequantizated number: 8 , decoded number: 181208
Original number: 45 current diff number: 23 , quantizated number: 23 , dequantizated number: 23 , decoded number: 181231
Original number: 59 current diff number: 14 , quantizated number: 14 , dequantizated number: 14 , decoded number: 181245
Original number: 36 current diff number: 23 , quantizated number: 23 , dequantizated number: 23 , decoded number: 181268
Original number: 48 current diff number: 12 , quantizated number: 12 , dequantizated number: 12 , decoded number: 181280
Original number: 107 current diff number: 59 , quantizated number: 59 , dequantizated number: 59 , decoded number: 181339
Original number: 127 current diff number: 20 , quantizated number: 20 , dequantizated number: 20 , decoded number: 181359
Original number: 137 current diff number: 10 , quantizated number: 10 , dequantizated number: 10 , decoded number: 181369
Original number: 117 current diff number: 20 , quantizated number: 20 , dequantizated number: 20 , decoded number: 181389
Original number: 118 current diff number: 1 , quantizated number: 1 , dequantizated number: 1 , decoded number: 181390
Original number: 26 current diff number: 92 , quantizated number: 92 , dequantizated number: 92 , decoded number: 181482
Original number: 24 current diff number: 2 , quantizated number: 2 , dequantizated number: 2 , decoded number: 181484
Original number: 77 current diff number: 53 , quantizated number: 53 , dequantizated number: 53 , decoded number: 181537
Original number: 61 current diff number: 16 , quantizated number: 16 , dequantizated number: 16 , decoded number: 181553
Original number: 50 current diff number: 11 , quantizated number: 11 , dequantizated number: 11 , decoded number: 181564
Original number: 44 current diff number: 6 , quantizated number: 6 , dequantizated number: 6 , decoded number: 181570
